missing_type	missing_rows_percentage	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_percentage
MAR	0.05	lin	ev	0.9999999999540247	0.99999999995252	0.9999999999562574	0.9808913531968262	0.9763782433957072	0.9846052111215101	0.9810681235063052	0.9768010582141458	0.9846863382708193	0.9815452970889196	0.9785585844778446	0.9844501401494125	0.9824507858283228	0.9773713502186401	0.9862784688494581	0.9824507858204905	0.9773713502036672	0.9862784688435846	0.024199999999999996
MAR	0.05	lin	mse	4.570014727120582e-11	4.458918604783209e-11	4.7156430816187824e-11	0.018991662956344517	0.015251039989213129	0.023140225002224412	0.018816236022919798	0.015169408833452585	0.022712619119391222	0.018343444803017885	0.015741531840779907	0.021566999564424393	0.017455414848053106	0.013608471388227048	0.022655778745534406	0.017455414855874686	0.013608471394132992	0.022655778760583722	0.024199999999999996
MAR	0.15	lin	ev	0.9999999999538496	0.999999999951634	0.9999999999558555	0.956176233276496	0.946365757301205	0.963332978871513	0.956485459298084	0.9469600443295265	0.9636822771282874	0.9536241665300598	0.9464069461592564	0.9591782893847347	0.9617070805844857	0.9528536400399745	0.9678884850063749	0.9617070805920855	0.9528536400407761	0.9678884850098661	0.0739
MAR	0.15	lin	mse	4.5917762898955807e-11	4.493155455590532e-11	4.730392961267116e-11	0.043617960498581056	0.03580551196387785	0.05382254338619178	0.04331032019268468	0.03546463083842132	0.053223239999456814	0.04612506974675623	0.03984027826378134	0.0537203840363181	0.038109464722255335	0.031400156708977583	0.04719434633641196	0.03810946471478764	0.03140015670566458	0.04719434633423279	0.0739
MAR	0.25	lin	ev	0.9999999999542041	0.9999999999529741	0.9999999999556124	0.9324700584063355	0.9290409875017156	0.9385420505186763	0.932864858423559	0.9293903862616961	0.939053715474476	0.9277608074863414	0.9222516964584927	0.9335669111665312	0.9420435200635685	0.9360128510683596	0.9453938488384723	0.9420435200728766	0.9360128510719525	0.9453938488622557	0.12360000000000002
MAR	0.25	lin	mse	4.557865313522611e-11	4.427320292483018e-11	4.730257206875995e-11	0.06711434009332311	0.06159666487111635	0.07060010172572143	0.06672189596785262	0.061102145659478115	0.07003719041662806	0.07181413630246623	0.06651764188564326	0.07761708602787423	0.05762143171370583	0.05309040837636897	0.06320614447233068	0.05762143170473906	0.05309040833380879	0.063206144468585	0.12360000000000002
MAR	0.35	lin	ev	0.9999999999536827	0.9999999999520062	0.9999999999561371	0.9068955871842016	0.9020323638605616	0.9130188215396076	0.9074708934451797	0.9027764076521299	0.9131887891878343	0.8977270811027651	0.8898495948315959	0.9084413350551985	0.9204772309645136	0.9088616488666967	0.9288122057326742	0.9204772309702751	0.90886164889082	0.928812205736762	0.1714
MAR	0.35	lin	mse	4.621968628042281e-11	4.464978566710569e-11	4.812573234673078e-11	0.09253636270994196	0.0885705858750564	0.09875078309107674	0.09196817843165263	0.08814556084145561	0.09787856261877029	0.10162406924039465	0.09347776701476956	0.1101208279899841	0.07907944130706838	0.06958323274611797	0.09106827171265838	0.0790794413013296	0.06958323274214841	0.09106827168865594	0.1714
MAR	0.44999999999999996	lin	ev	0.9999999999538071	0.9999999999509074	0.999999999957551	0.8839429104863401	0.8750107172566643	0.8917685583699853	0.8846016172034359	0.8759148606018872	0.8917780890861662	0.8736745854069122	0.8663131944385052	0.883702312078936	0.8984740503711113	0.8922013275819752	0.9096802586965276	0.8984740503730185	0.892201327581505	0.9096802586930149	0.22000000000000003
MAR	0.44999999999999996	lin	mse	4.585440563209546e-11	4.3962216732960704e-11	4.77501330015563e-11	0.11535811265919511	0.10819701911076195	0.12479907049871101	0.1147073822022423	0.10770890724359151	0.12389402657959389	0.12556369886895583	0.11817244689482864	0.13330495546812846	0.10088664340438529	0.0917766081440313	0.10667839388758109	0.10088664340249447	0.09177660814742804	0.1066783938927492	0.22000000000000003
MAR	0.5499999999999999	lin	ev	0.9999999999538021	0.9999999999515886	0.9999999999559281	0.8647781288758575	0.8548213751721094	0.8772075622442779	0.8657845606255259	0.8562116471927035	0.8779884300664554	0.8508792072443947	0.8404174335108743	0.8644560225101008	0.8776802382782112	0.8697225047953386	0.8869937740218744	0.8776802382740323	0.8697225047991488	0.8869937740132026	0.26890000000000003
MAR	0.5499999999999999	lin	mse	4.611127781739346e-11	4.425049992865918e-11	4.7600566392089794e-11	0.13457104302067563	0.1217088678249483	0.14719323102490234	0.13357048891967915	0.12093041241834719	0.14636833259360027	0.14835638294783152	0.13431016258742295	0.1622067487467287	0.12168625903725865	0.1104757883255214	0.13130874265521827	0.12168625904146432	0.11047578834772533	0.13130874265820036	0.26890000000000003
MAR	0.65	lin	ev	0.9999999999541028	0.9999999999512869	0.9999999999573044	0.8519485832352347	0.8439939745917534	0.8598361425394143	0.8531744472601834	0.845658564263781	0.8608800822192751	0.8321636713728676	0.8269271260979221	0.83984264016974	0.8543893730691285	0.8452108925342183	0.8661879763539799	0.8543893730741001	0.8452108925240186	0.8661879763543572	0.3184
MAR	0.65	lin	mse	4.6040643729884876e-11	4.4434187824486074e-11	4.781016761272411e-11	0.1471512898880283	0.13958219514622522	0.1557251777632517	0.14593393183308356	0.13854788553066194	0.15407836295131155	0.16681666911087373	0.16005625961773767	0.17315268216852284	0.1447960580682966	0.13473173621682877	0.15606490168975656	0.1447960580638386	0.13473173621038123	0.1560649017000183	0.3184
MAR	0.75	lin	ev	0.9999999999541107	0.9999999999512521	0.999999999958457	0.8445195807874957	0.838141067298765	0.852873052870199	0.8456718690480429	0.8394125197206244	0.853938388495163	0.8189095178808058	0.8104047145583577	0.830114631496656	0.83775452176858	0.8289503659797595	0.8475975189881835	0.8377545217705171	0.828950365980309	0.8475975189911497	0.36590000000000006
MAR	0.75	lin	mse	4.638054043109826e-11	4.407374394158749e-11	4.912321557364927e-11	0.1545616547022394	0.1481957564717643	0.16169843884323978	0.15341551001593468	0.1466882004809037	0.160445102053056	0.18002659672086826	0.16815628706568156	0.18606765626608351	0.16130669963605618	0.1493355006804276	0.17014813889018565	0.16130669963407057	0.14933550068178408	0.17014813888932356	0.36590000000000006
MAR	0.85	lin	ev	0.999999999952214	0.999999999949573	0.9999999999557598	0.8461845791500584	0.8382988349520557	0.8508726009110084	0.8472227516796218	0.8392571276965581	0.8516119990659707	0.8145257922676681	0.8068135382281517	0.821905125120145	0.8138549064995718	0.8077656995994008	0.8248154596360491	0.8138549065002764	0.8077656996062959	0.8248154596369027	0.41579999999999995
MAR	0.85	lin	mse	4.7572298749870095e-11	4.347651204091547e-11	5.121178596838445e-11	0.15291187889123994	0.1464762159119826	0.1617163965851434	0.15188270982881658	0.14525393068092984	0.16075929080748422	0.18437259400719339	0.1783816309396855	0.19325967406326638	0.1851057235735453	0.1688931451359646	0.1935393432954987	0.18510572357281863	0.16889314513517104	0.1935393432906789	0.41579999999999995
MAR	0.95	lin	ev	0.9999999999450886	0.9999999999326805	0.9999999999584144	0.8709109711040526	0.8644378938564937	0.876064815960548	0.8715396296600011	0.8650579009748625	0.8769251623387828	0.8254619755747393	0.8189466177221613	0.8344969666076951	0.7927055364732328	0.7855903088884912	0.8016062713694612	0.7927055364715815	0.7855903088897204	0.8016062713605451	0.4649000000000001
MAR	0.95	lin	mse	5.4871999005674224e-11	4.415732891540629e-11	6.264297959559226e-11	0.1284521696041116	0.11949287557550636	0.13620781804752963	0.12782663587366996	0.11866156094779928	0.13567110461719384	0.1736162359192473	0.1629085579353493	0.1818331459872655	0.20603572334032086	0.1993189860457877	0.21322902447422704	0.2060357233420432	0.19931898604529813	0.213229024473754	0.4649000000000001
MCAR	0.05	lin	ev	0.9999999999541205	0.9999999999523155	0.9999999999564213	0.9821670806960248	0.9788886094452519	0.9850372378246598	0.9821555502579763	0.9788796260434653	0.985034288083014	0.9831788310301578	0.9809731123964686	0.9866617331705996	0.9834771831332503	0.9798330690930568	0.9855618899601222	0.9834771831535175	0.9798330691333155	0.9855618899492932	0.024599999999999997
MCAR	0.05	lin	mse	4.5638673202623216e-11	4.4618864740010575e-11	4.719881055776308e-11	0.01771061504179116	0.015197069966077583	0.021043447897223608	0.017722707109359713	0.015194072823286367	0.021050668771088514	0.016699180566550623	0.013372641659725633	0.018336856625220697	0.016430216900653917	0.014281383227613423	0.02029008339323543	0.01643021688047627	0.014281383234527977	0.02029008335290615	0.024599999999999997
MCAR	0.15	lin	ev	0.999999999953828	0.9999999999514613	0.999999999955401	0.9570026014961751	0.949587693915492	0.9638346710542774	0.956985688234227	0.9495938118521168	0.9637976034318637	0.9550461020514216	0.948742431842793	0.962761967189192	0.9636068124882154	0.9565819604954919	0.9685201044897944	0.963606812602903	0.9565819610015116	0.9685201044914762	0.07329999999999999
MCAR	0.15	lin	mse	4.5783348140554946e-11	4.480943670233929e-11	4.711220458155731e-11	0.0427935395338023	0.03485506321998605	0.05063605387885384	0.04281013199138595	0.03489076340790814	0.05063065957574002	0.044746916840994994	0.03588520411689261	0.05148367916957577	0.03622115738456715	0.03048122031731706	0.043391223923614816	0.03622115726922297	0.0304812203127751	0.043391223414660576	0.07329999999999999
MCAR	0.25	lin	ev	0.9999999999539175	0.9999999999520206	0.999999999955907	0.9348121849367306	0.928880929897407	0.9389211065581512	0.9348145076361941	0.9288532727097111	0.9389281399343138	0.9296921463235168	0.9258786345340859	0.9334988796717103	0.9419476666358539	0.9351596381169567	0.9477815850510029	0.9419476666284019	0.9351596380679854	0.9477815850504099	0.12250000000000001
MCAR	0.25	lin	mse	4.584955537071879e-11	4.4601946366023394e-11	4.771995628796845e-11	0.06482765375168967	0.05990355158897064	0.07180722480912749	0.06482495054526899	0.0599101746447685	0.07183671909491393	0.06993507720939221	0.06528911358029818	0.07483315119189096	0.05772882091099655	0.05103558577303216	0.06438115765550802	0.05772882091847403	0.05103558577361325	0.06438115770619268	0.12250000000000001
MCAR	0.35	lin	ev	0.9999999999543444	0.9999999999519653	0.9999999999561909	0.9150451319896404	0.9118719241742544	0.9194019178974489	0.9150488233852994	0.9118761100002517	0.9193389608530149	0.9070792710601026	0.9034960279337566	0.9112134229569774	0.9234766453387817	0.9167446034461892	0.9305105653449346	0.9234766453616811	0.9167446034295008	0.9305105653544938	0.1709
MCAR	0.35	lin	mse	4.564157894139064e-11	4.3899920060894003e-11	4.7879392882424624e-11	0.08446906682903264	0.07922739533101758	0.08840524256907205	0.08446512036977769	0.07928982733975648	0.08839515094200445	0.09239639298413163	0.08734100965101765	0.09829137405616035	0.07610179213310339	0.06834174759732436	0.0836483730895595	0.07610179210952991	0.06834174758774936	0.0836483731060847	0.1709
MCAR	0.44999999999999996	lin	ev	0.9999999999540442	0.9999999999520109	0.9999999999563028	0.8967377753822754	0.891636157429168	0.899892456201997	0.8967517688975836	0.8916462501813842	0.8999472176669403	0.8857903428667298	0.8802713747169923	0.8903285875761741	0.9040275861863257	0.8959181423838432	0.9098792687327839	0.9040275861822661	0.8959181423667174	0.9098792687322923	0.22030000000000002
MCAR	0.44999999999999996	lin	mse	4.5999533932236245e-11	4.465753387634397e-11	4.740288409918044e-11	0.10268105317448077	0.09847585053598651	0.10931184192059218	0.10266659471913823	0.0984660479096976	0.109332400567219	0.11358770359974177	0.1081149322621622	0.12131130578644278	0.09539764584829545	0.08958180016019733	0.10353257911785985	0.09539764585223637	0.08958180015875375	0.10353257912511736	0.22030000000000002
MCAR	0.5499999999999999	lin	ev	0.9999999999536072	0.9999999999501206	0.9999999999569025	0.881416670965622	0.8790637391158646	0.8834908048789994	0.8814064693840562	0.8790557257200167	0.8835215360725646	0.8664494242002181	0.8628195491111808	0.870261908379143	0.8828014752855807	0.8728499596242709	0.8912887076905056	0.8828014752846551	0.8728499596335837	0.8912887076919813	0.26860000000000006
MCAR	0.5499999999999999	lin	mse	4.6193720639576405e-11	4.372203680911521e-11	4.889426555333414e-11	0.11791429920357568	0.11268860273629593	0.12275272703532036	0.11792399989677231	0.11268512252862259	0.12276213421095954	0.1327638488428703	0.12697717572725747	0.13703545422379307	0.11650240752025103	0.10885941830782765	0.12692660639769107	0.1165024075212024	0.10885941830630567	0.12692660638837644	0.26860000000000006
MCAR	0.65	lin	ev	0.999999999952815	0.9999999999494876	0.9999999999554393	0.8727998650441533	0.8679291415871769	0.8762355640065864	0.8728100211858555	0.867921632069784	0.8762648809592521	0.8534526380866756	0.8475709536938054	0.8584112056621576	0.8651588182462451	0.8539561009402763	0.8726629896645559	0.8651588182426447	0.8539561009089343	0.8726629896668865	0.3177
MCAR	0.65	lin	mse	4.6406048452140436e-11	4.3802369904632465e-11	4.814568403189482e-11	0.126477389958898	0.12061125940411281	0.13372217588019458	0.1264676283280277	0.12063539579941844	0.13372977351050613	0.14571619314375467	0.13921112711794087	0.15432053623504494	0.13403719111788942	0.12527139122276099	0.14542241160926	0.13403719112162593	0.12527139121442324	0.14542241164174918	0.3177
MCAR	0.75	lin	ev	0.9999999999533417	0.9999999999497109	0.9999999999569105	0.874159207087928	0.8702729976953746	0.8771841463285754	0.8741659617480195	0.870248937982385	0.8771822312308374	0.8472193933968992	0.8415165708843275	0.8512126896353995	0.841962003876749	0.8321716742563925	0.8490675334676392	0.8419620038756033	0.8321716742605554	0.8490675334608924	0.3669
MCAR	0.75	lin	mse	4.678774974677545e-11	4.289201608064552e-11	4.8680031576495197e-11	0.12510455731699582	0.11986725226095252	0.13087744545480962	0.1250969606720555	0.11988776602384896	0.13084832222209833	0.15188676224851552	0.14612850324419377	0.15902326436158176	0.1571788086344326	0.14841855916276392	0.16952262954100028	0.1571788086356324	0.14841855916349944	0.1695226295437468	0.3669
MCAR	0.85	lin	ev	0.9999999999515155	0.9999999999469629	0.9999999999560172	0.887942321679715	0.8834117810246415	0.893968716267943	0.8879493929305944	0.8833938044769398	0.8939929018344707	0.8508988896741136	0.8434543144624377	0.8556508714145123	0.8284314847381836	0.8209339167209476	0.8377827356273637	0.8284314847380093	0.8209339167164331	0.8377827356289971	0.4159
MCAR	0.85	lin	mse	4.822845885643319e-11	4.5678653194989924e-11	5.257598219393266e-11	0.11142286062761367	0.10451240972184511	0.1159011414322085	0.11141571520204352	0.10449145679080918	0.1159074646999856	0.14821674266168985	0.14275374336173036	0.15195022035227612	0.17058495677793734	0.16011644473320097	0.18038622797404325	0.1705849567781447	0.1601164447307014	0.1803862279702726	0.4159
MCAR	0.95	lin	ev	0.9999999999457879	0.9999999999376032	0.9999999999548224	0.926306914245538	0.9227150856661179	0.929864694820076	0.9263211375100147	0.9227271148559376	0.9298845626341721	0.8754640169733579	0.8694573201362144	0.8803028799792462	0.807274092899773	0.7994376345297172	0.8146685952132214	0.8072740928994542	0.799437634527327	0.8146685952145496	0.4644000000000001
MCAR	0.95	lin	mse	5.504878085385494e-11	4.922485400425434e-11	6.132460913867439e-11	0.07323438070830779	0.0705769162928669	0.07698755446209966	0.07322019246688624	0.07055660092746341	0.07698252611355569	0.12375975362907632	0.1197909642808069	0.12617780813988666	0.19163458767359284	0.1832286453803313	0.20192112310083732	0.1916345876739643	0.18322864537881384	0.20192112310314092	0.4644000000000001
MNAR	0.05	lin	ev	0.999999999954009	0.9999999999524661	0.9999999999564039	0.9845123316888508	0.9812693770221884	0.9869801461825529	0.984494302439548	0.9812138931180934	0.9869919549993272	0.9851368566657082	0.9825544660271495	0.9875427784402098	0.9850219311579135	0.9802409273818034	0.9872331132932275	0.985021931149071	0.980240927344886	0.9872331133052339	0.0249
